order_id,return_id,customer_id,support_agent_id,scenario_id,scenario_name,label,expected_rules,decision
order_103378,return_303378,customer_1957,agent_011,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102010,return_302010,customer_0317,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103147,return_303147,customer_1503,agent_028,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_104499,return_304499,customer_0155,agent_703,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_101244,return_301244,customer_1614,agent_006,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100257,return_300257,customer_1916,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102756,return_302756,customer_0423,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102090,return_302090,customer_0318,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101801,return_301801,customer_0415,agent_002,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101703,return_301703,customer_0107,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102967,return_302967,customer_1077,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103546,return_303546,customer_1292,agent_103,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_104797,return_304797,customer_9905,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_100904,return_300904,customer_1843,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100184,return_300184,customer_1629,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101276,return_301276,customer_1653,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100258,return_300258,customer_1155,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103964,return_303964,customer_1897,agent_002,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104237,return_304237,customer_9004,agent_003,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_102362,return_302362,customer_0716,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103019,return_303019,customer_1318,agent_023,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102463,return_302463,customer_0510,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102022,return_302022,customer_1864,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100446,return_300446,customer_1807,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102072,return_302072,customer_1185,agent_010,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100776,return_300776,customer_0736,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104279,return_304279,customer_9006,agent_030,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_100575,return_300575,customer_0489,agent_013,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_100682,return_300682,customer_0766,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102901,return_302901,customer_0782,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104119,return_304119,customer_9006,agent_101,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103331,return_303331,customer_0491,agent_006,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_100054,return_300054,customer_1353,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100921,return_300921,customer_0161,agent_009,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101263,return_301263,customer_1638,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100457,return_300457,customer_0340,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102782,return_302782,customer_1201,agent_021,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103368,return_303368,customer_0414,agent_018,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_101918,return_301918,customer_0817,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100413,return_300413,customer_1118,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104765,return_304765,customer_9906,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102262,return_302262,customer_1644,agent_020,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100969,return_300969,customer_1481,agent_017,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101213,return_301213,customer_0170,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102943,return_302943,customer_0573,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101397,return_301397,customer_1210,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_104265,return_304265,customer_9008,agent_014,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103984,return_303984,customer_0176,agent_029,5,Manual override on high-value refund,fraud,MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_101278,return_301278,customer_0252,agent_014,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102471,return_302471,customer_0927,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104668,return_304668,customer_8003,agent_803,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_102748,return_302748,customer_1793,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100376,return_300376,customer_1876,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103526,return_303526,customer_1468,agent_021,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_102846,return_302846,customer_0801,agent_008,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100923,return_300923,customer_0039,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102225,return_302225,customer_1118,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103406,return_303406,customer_0018,agent_024,3,Full-amount refund approved for expensive order,fraud,FULL_AMOUNT_REFUND;HIGH_VALUE_REFUND,APPROVED
order_101624,return_301624,customer_1171,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102692,return_302692,customer_1502,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100151,return_300151,customer_0106,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102272,return_302272,customer_1231,agent_011,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104819,return_304819,customer_9906,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_104249,return_304249,customer_9008,agent_021,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_104853,return_304853,customer_9906,agent_902,9,"Suspicious cluster: same agent, frequent customer returns, manual overrides",fraud,SUSPICIOUS_CLUSTER;NO_EVIDENCE;MANUAL_OVERRIDE;HIGH_VALUE_REFUND,APPROVED
order_102402,return_302402,customer_1773,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102079,return_302079,customer_1740,agent_016,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102740,return_302740,customer_1468,agent_005,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101260,return_301260,customer_1274,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104658,return_304658,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_104408,return_304408,customer_0513,agent_702,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_104703,return_304703,customer_8002,agent_802,8,Repeated agent-customer approval pattern,fraud,REPEATED_AGENT_CUSTOMER_PAIR,APPROVED
order_100514,return_300514,customer_1249,agent_030,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_101399,return_301399,customer_1507,agent_028,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102185,return_302185,customer_1092,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100039,return_300039,customer_0168,agent_027,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102867,return_302867,customer_1123,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104098,return_304098,customer_9001,agent_005,6,Customer with frequent refund requests,fraud,CUSTOMER_FREQUENT_RETURNS,APPROVED
order_103097,return_303097,customer_0447,agent_014,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_102162,return_302162,customer_0234,agent_025,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101308,return_301308,customer_0263,agent_023,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102995,return_302995,customer_0726,agent_011,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
order_100730,return_300730,customer_1200,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100864,return_300864,customer_0392,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_104548,return_304548,customer_0604,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100406,return_300406,customer_1019,agent_022,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101864,return_301864,customer_0589,agent_003,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101926,return_301926,customer_1316,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100962,return_300962,customer_1133,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100315,return_300315,customer_1556,agent_004,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_102233,return_302233,customer_0449,agent_018,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100058,return_300058,customer_0188,agent_001,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102773,return_302773,customer_0567,agent_029,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_101127,return_301127,customer_1975,agent_012,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_100422,return_300422,customer_0657,agent_007,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_102472,return_302472,customer_0959,agent_024,1,Normal refund approval with evidence and reasonable timing,normal,,APPROVED
order_103739,return_303739,customer_0349,agent_102,4,Very fast approval by support agent,fraud,FAST_APPROVAL,APPROVED
order_104416,return_304416,customer_1977,agent_701,7,Support agent with unusually high approval rate,fraud,AGENT_HIGH_APPROVAL_RATE,APPROVED
order_100859,return_300859,customer_1829,agent_019,1,Normal refund approval with evidence and reasonable timing,normal,,DECLINED
order_103213,return_303213,customer_1236,agent_012,2,High-value refund approved without evidence,fraud,NO_EVIDENCE;HIGH_VALUE_REFUND,APPROVED
